#ID1	ID2	pa	pb	pc
f1_5	f1_1	0	0.92961913347244196	0.070380866527558039
f1_5	f1_2	0.068222234670294313	0.90622733031914104	0.025550435010564504
f1_6	f1_1	0	0.94661873579025202	0.053381264209747981
f1_6	f1_2	0.066812846992496899	0.89290898256682416	0.040278170440678988
f1_6	f1_5	0.23447610652750495	0.49950244593012794	0.26602144754236701
f1_7	f1_1	0	0.4655246138572699	0.53447538614273005
f1_7	f1_2	0	0.51617789268493597	0.48382210731506403
f1_7	f1_3	0.063995458700174312	0.90291111068345309	0.033093430616372467
f1_7	f1_5	0.013266595396737468	0.96273970168165302	0.023993702921609485
f1_7	f1_6	0.011529438397913871	0.45384420414441828	0.53462635745766784
f1_8	f1_1	0	0.45141813158988991	0.54858186841011003
f1_8	f1_2	0.0057057155570203744	0.52686589690033325	0.46742838754264632
f1_8	f1_3	0.061336580074091485	0.90491389601179129	0.033749523914117355
f1_8	f1_5	0.057545784111443066	0.91866969467078996	0.023784521217766974
f1_8	f1_6	0	0.46837875247001609	0.53162124752998396
f1_8	f1_7	0.27162570733189773	0.49910304986714848	0.22927124280095379
f1_9	f1_1	0	0.49450927972793601	0.50549072027206399
f1_9	f1_2	0.033325505505730657	0.4350846762443985	0.53158981824987073
f1_9	f1_4	0.052800050974679547	0.91704727887949877	0.030152670145821552
f1_9	f1_5	0	0.49926632642745988	0.50073367357254006
f1_9	f1_6	0.042997462752563109	0.90490576981881776	0.05209676742861908
f1_9	f1_7	0.014027760464674799	0.20882217379664056	0.77715006573868473
f1_9	f1_8	0	0.21651834249496388	0.78348165750503607
f1_10	f1_1	0.013126417962592951	0.46574813133899023	0.52112545069841687
f1_10	f1_2	0	0.54511541128158603	0.45488458871841397
f1_10	f1_4	0.063737689458389202	0.90660798747726368	0.029654323064347152
f1_10	f1_5	0	0.49468970298767001	0.50531029701232999
f1_10	f1_6	0.045743808191263335	0.9294930993691215	0.02476309243961531
f1_10	f1_7	0.010185136375266524	0.18147260153802489	0.80834226208670856
f1_10	f1_8	0	0.21619877219200201	0.78380122780799799
f1_10	f1_9	0.26180581607177267	0.49972763940186482	0.23846654452636262
f2_5	f2_1	0	0.93600106239318803	0.063998937606811968
f2_5	f2_2	0.041880554084554378	0.91894661163374725	0.039172834281698349
f2_6	f2_1	0	0.97256672382354803	0.027433276176451971
f2_6	f2_2	0.020581002826182582	0.95327300668818105	0.026145990485636515
f2_6	f2_5	0.23562197579999156	0.49957421036443261	0.26480381383557572
f2_7	f2_1	0	0.48256593942642201	0.51743406057357799
f2_7	f2_2	0.013298750107054058	0.4773893948702741	0.50931185502267196
f2_7	f2_3	0.066444599637196511	0.88329119680562473	0.05026420355717863
f2_7	f2_5	0.02034926616114574	0.94270991875803078	0.036940815080823627
f2_7	f2_6	0.05854717449999769	0.36683611955927065	0.57461670594073166
f2_8	f2_1	0	0.48319032788276611	0.51680967211723394
f2_8	f2_2	0	0.46854108572006209	0.53145891427993797
f2_8	f2_3	0.04721963583578126	0.91864215971729135	0.034138204446927237
f2_8	f2_5	0.032619015530126694	0.9220720804624204	0.045308904007452751
f2_8	f2_6	0	0.4784306883811959	0.52156931161880404
f2_8	f2_7	0.14933595306719649	0.69869929061243297	0.15196475632037049
f2_9	f2_1	0	0.47747173905372597	0.52252826094627403
f2_9	f2_2	0	0.49217337369918801	0.50782662630081199
f2_9	f2_4	0.028314560065901606	0.91522258637301879	0.056462853561079558
f2_9	f2_5	0	0.47755408287048412	0.52244591712951594
f2_9	f2_6	0.012035767393011598	0.96736280092259486	0.020601431684393521
f2_9	f2_7	0	0.25596523284912198	0.74403476715087802
f2_9	f2_8	0	0.22864349186420393	0.77135650813579604
f2_10	f2_1	0	0.504153192043304	0.495846807956696
f2_10	f2_2	0	0.52077770233154197	0.47922229766845803
f2_10	f2_4	0.058276183894004241	0.85419158639366377	0.087532229712332127
f2_10	f2_5	0	0.52374631166458196	0.47625368833541804
f2_10	f2_6	0.073461877702648559	0.88072421670163714	0.045813905595714438
f2_10	f2_7	0.020473923484817469	0.24522639075848329	0.73429968575669935
f2_10	f2_8	0	0.289855897426606	0.710144102573394
f2_10	f2_9	0.15969128652953035	0.65723726660921311	0.18307144686125637
f3_5	f3_1	0	0.95545786619186401	0.044542133808135986
f3_5	f3_2	0.057383978403666713	0.89398748867301281	0.048628532923320616
f3_6	f3_1	0.014173418904751101	0.95752489442545174	0.028301686669797207
f3_6	f3_2	0.042672715870147204	0.94040377480267345	0.01692350932717919
f3_6	f3_5	0.24617276464181437	0.49997047833050701	0.25385675702767851
f3_7	f3_1	0	0.47784167528152399	0.52215832471847601
f3_7	f3_2	0	0.49701824784278809	0.50298175215721197
f3_7	f3_3	0.022050379326401082	0.96913886346328582	0.008810757210313153
f3_7	f3_5	0	0.97025132179260198	0.029748678207398016
f3_7	f3_6	0	0.51111733913421598	0.48888266086578402
f3_8	f3_1	0	0.45612117648124612	0.54387882351875394
f3_8	f3_2	0	0.48461419343948398	0.51538580656051602
f3_8	f3_3	0.020070033423230882	0.9536823885597262	0.026247578017042882
f3_8	f3_5	0.022940503757264974	0.91131826797909232	0.065741228263642842
f3_8	f3_6	0	0.488967806100846	0.511032193899154
f3_8	f3_7	0.22468269406061636	0.56104647043742117	0.21427083550196252
