ID1	ID2	pa	pb	pc
f1_5	f1_1	0	0.929619133472442	0.070380866527558
f1_5	f1_2	0.0755265545146702	0.89161869063039	0.0328547548549403
f1_6	f1_1	0	0.946618735790252	0.053381264209748
f1_6	f1_2	0.0520872495499225	0.922360177451973	0.0255525729981045
f1_6	f1_5	0.234476106527505	0.499502445930128	0.266021447542367
f1_7	f1_1	0	0.46552461385727	0.53447538614273
f1_7	f1_2	0.0218232346484415	0.472531423388053	0.505645341963506
f1_7	f1_3	0.0649768053520476	0.900948417379706	0.0340747772682458
f1_7	f1_5	0.0211236156561567	0.947025661162815	0.0318507231810288
f1_7	f1_6	0.00600365173307282	0.4648957774741	0.529100570792827
f1_8	f1_1	0	0.45141813158989	0.54858186841011
f1_8	f1_2	0.0189195619400193	0.500438204134335	0.480642233925645
f1_8	f1_3	0.0607107767562465	0.906165502647481	0.0331237205962725
f1_8	f1_5	0.0591190832555286	0.915523096382619	0.0253578203618525
f1_8	f1_6	0.000628864091906101	0.467121024286204	0.53225011162189
f1_8	f1_7	0.271625707331898	0.499103049867148	0.229271242800954
f1_9	f1_1	0	0.494509279727936	0.505490720272064
f1_9	f1_2	0	0.50173568725586	0.49826431274414
f1_9	f1_4	0.0571140394637413	0.908419301901376	0.0344666586348832
f1_9	f1_5	0	0.49926632642746	0.50073367357254
f1_9	f1_6	0.0243005411481705	0.942299613027603	0.0333998458242265
f1_9	f1_7	0	0.23687769472599	0.76312230527401
f1_9	f1_8	0	0.216518342494964	0.783481657505036
f1_10	f1_1	0	0.492000967264176	0.507999032735824
f1_10	f1_2	0.00566635197988452	0.533782707321817	0.460550940698298
f1_10	f1_4	0.0663889516645093	0.901305463065024	0.0323055852704672
f1_10	f1_5	0	0.49468970298767	0.50531029701233
f1_10	f1_6	0.0510196829167471	0.918941349918154	0.0300389671650991
f1_10	f1_7	0.00399442054597277	0.193854033196613	0.802151546257415
f1_10	f1_8	0.00606681873063852	0.204065134730725	0.789868046538636
f1_10	f1_9	0.261805816071773	0.499727639401865	0.238466544526363
f2_5	f2_1	0	0.936001062393188	0.063998937606812
f2_5	f2_2	0.0404885062393652	0.921730707324126	0.0377807864365091
f2_6	f2_1	0.00141563431944736	0.969735455184653	0.0288489104958994
f2_6	f2_2	0.0306883126805164	0.933058386979513	0.0362533003399705
f2_6	f2_5	0.235621975799992	0.499574210364433	0.264803813835576
f2_7	f2_1	0	0.482565939426422	0.517434060573578
f2_7	f2_2	0.0118851718733692	0.480216551337644	0.507898276788987
f2_7	f2_3	0.0479530411285238	0.92027431382297	0.0317726450485058
f2_7	f2_5	0.0286826761061829	0.926043098867956	0.0452742250258609
f2_7	f2_6	0	0.483930468559266	0.516069531440734
f2_8	f2_1	0	0.483190327882766	0.516809672117234
f2_8	f2_2	0	0.468541085720062	0.531458914279938
f2_8	f2_3	0.0478506022660969	0.91738022685666	0.0347691708772429
f2_8	f2_5	0.0221458981425782	0.943018315237517	0.0348357866199043
f2_8	f2_6	0	0.478430688381196	0.521569311618804
f2_8	f2_7	0.248687325925049	0.499996544896728	0.251316129178223
f2_9	f2_1	0	0.477471739053726	0.522528260946274
f2_9	f2_2	0	0.492173373699188	0.507826626300812
f2_9	f2_4	0.0107205830121628	0.950410540480496	0.0388688765073409
f2_9	f2_5	0	0.477554082870484	0.522445917129516
f2_9	f2_6	0.0182424407400354	0.954949454228547	0.0268081050314173
f2_9	f2_7	0	0.255965232849122	0.744034767150878
f2_9	f2_8	0	0.228643491864204	0.771356508135796
f2_10	f2_1	0	0.504153192043304	0.495846807956696
f2_10	f2_2	0	0.520777702331542	0.479222297668458
f2_10	f2_4	0.0109879707579004	0.948768012665872	0.0402440165762282
f2_10	f2_5	0	0.523746311664582	0.476253688335418
f2_10	f2_6	0.0594635386754103	0.908720894756113	0.0318155665684763
f2_10	f2_7	0	0.286174237728118	0.713825762271882
f2_10	f2_8	0	0.289855897426606	0.710144102573394
f2_10	f2_9	0.238446577708421	0.499726684251431	0.261826738040147
f3_5	f3_1	0	0.955457866191864	0.044542133808136
f3_5	f3_2	0.0432576543401979	0.92224013679995	0.0345022088598519
f3_6	f3_1	0.0111387591746881	0.963594213885578	0.0252670269397341
f3_6	f3_2	0.0510386766662716	0.923671853210425	0.0252894701233034
f3_6	f3_5	0.246172764641814	0.499970478330507	0.253856757027679
f3_7	f3_1	0	0.477841675281524	0.522158324718476
f3_7	f3_2	0	0.497018247842788	0.502981752157212
f3_7	f3_3	0.0406972046464698	0.931845212823148	0.0274575825303819
f3_7	f3_5	0.00726621314141318	0.955718895509776	0.0370148913488111
f3_7	f3_6	0	0.511117339134216	0.488882660865784
f3_8	f3_1	0	0.456121176481246	0.543878823518754
f3_8	f3_2	0	0.484614193439484	0.515385806560516
f3_8	f3_3	0.0274982350316739	0.93882598534284	0.033675779625486
f3_8	f3_5	0	0.957199275493622	0.042800724506378
f3_8	f3_6	0	0.488967806100846	0.511032193899154
f3_8	f3_7	0.255233030878988	0.499945796800677	0.244821172320334
f3_9	f3_1	0	0.503366529941558	0.496633470058442
f3_9	f3_2	0.00599267157039174	0.488292474108515	0.505714854321094
f3_9	f3_4	0.0236479671799992	0.952832334835557	0.0235196979844433
f3_9	f3_5	0	0.487309485673904	0.512690514326096
f3_9	f3_6	0.0198026034119971	0.942921631955456	0.0372757646325471
f3_9	f3_7	0	0.21906465291977	0.78093534708023
f3_9	f3_8	0	0.221613258123398	0.778386741876602
f3_10	f3_1	0	0.483027875423432	0.516972124576568
f3_10	f3_2	0.00814381999958802	0.522348209953522	0.46950797004689
f3_10	f3_4	0.0469949906429448	0.915554629691282	0.0374503796657728
f3_10	f3_5	0	0.515485644340516	0.484514355659484
f3_10	f3_6	0.0371071103412925	0.932589291890657	0.0303035977680507
f3_10	f3_7	0	0.273221373558044	0.726778626441956
f3_10	f3_8	0	0.25286453962326	0.74713546037674
f3_10	f3_9	0.245388407996966	0.518372377769801	0.236239214233234
f4_5	f4_1	0.0286410733019204	0.927739206164103	0.0436197205339764
f4_5	f4_2	0.0237463085105769	0.950192934622218	0.0260607568672048
f4_6	f4_1	0.0309770539737773	0.926199290089401	0.0428236559368213
f4_6	f4_2	0.0111736825255273	0.969413365692354	0.0194129517821192
f4_6	f4_5	0.218732334308014	0.54851792825821	0.232749737433776
f4_7	f4_1	0.0287438291944726	0.433532246224549	0.537723924580979
f4_7	f4_2	0	0.500317513942718	0.499682486057282
f4_7	f4_3	0.0338377223590136	0.941745307807303	0.0244169698336836
f4_7	f4_5	0.0262618644882346	0.945089343418855	0.0286487920929107
f4_7	f4_6	0	0.49069258570671	0.50930741429329
f4_8	f4_1	0.0136382621799707	0.474523595516921	0.511838142303109
f4_8	f4_2	0	0.470234662294388	0.529765337705612
f4_8	f4_3	0.0565040934276053	0.912674500904189	0.0308214056682053
f4_8	f4_5	0.015588231542444	0.956065818352032	0.0283459501055241
f4_8	f4_6	0	0.468752413988114	0.531247586011886
f4_8	f4_7	0.246768225798728	0.527611991624589	0.225619782576682
f4_9	f4_1	0.00668570612153352	0.479786212955297	0.513528080923169
f4_9	f4_2	0	0.469841569662094	0.530158430337906
f4_9	f4_4	0.00364529447818196	0.964953852552882	0.0314008529689359
f4_9	f4_5	0	0.482085138559342	0.517914861440658
f4_9	f4_6	0	0.965391159057618	0.034608840942382
f4_9	f4_7	0	0.249457329511642	0.750542670488358
f4_9	f4_8	0	0.226805165410042	0.773194834589958
f4_10	f4_1	0	0.491204172372818	0.508795827627182
f4_10	f4_2	0	0.504851579666138	0.495148420333862
f4_10	f4_4	0	0.94672429561615	0.05327570438385
f4_10	f4_5	0	0.482905685901642	0.517094314098358
f4_10	f4_6	0.0232088903592496	0.952379635968513	0.0244114736722376
f4_10	f4_7	0	0.262612074613572	0.737387925386428
f4_10	f4_8	0	0.252581119537354	0.747418880462646
f4_10	f4_9	0.208883966447497	0.520991930481624	0.270124103070879
f5_5	f5_1	0.0079891052968164	0.961055106495447	0.0309557882077365
f5_5	f5_2	0	0.958585739135742	0.041414260864258
f5_6	f5_1	0	0.942281544208526	0.0577184557914741
f5_6	f5_2	0.0348220835677981	0.94450394897616	0.0206739674560421
f5_6	f5_5	0.209120503930893	0.532409862938231	0.258469633130876
f5_7	f5_1	0	0.49466449022293	0.50533550977707
f5_7	f5_2	0	0.467124104499816	0.532875895500184
f5_7	f5_3	0	0.972131848335266	0.027868151664734
f5_7	f5_5	0	0.95510882139206	0.04489117860794
f5_7	f5_6	0	0.486227422952652	0.513772577047348
f5_8	f5_1	0.00539315754150094	0.483985076070334	0.510621766388165
f5_8	f5_2	0	0.478396534919738	0.521603465080262
f5_8	f5_3	0.010979985762146	0.95796011772055	0.031059896517304
f5_8	f5_5	0.0314922344970952	0.940346834602306	0.0281609309005992
f5_8	f5_6	0	0.482240438461304	0.517759561538696
f5_8	f5_7	0.218783132360993	0.497918919470672	0.283297948168335
f5_9	f5_1	0	0.476445972919464	0.523554027080536
f5_9	f5_2	0	0.540915668010712	0.459084331989288
f5_9	f5_4	0.0414136775223577	0.925400589329369	0.0331857331482736
f5_9	f5_5	0	0.473256707191468	0.526743292808532
f5_9	f5_6	0.0281691536612054	0.944384697018715	0.0274461493200796
f5_9	f5_7	0	0.230066746473312	0.769933253526688
f5_9	f5_8	0	0.245312929153442	0.754687070846558
f5_10	f5_1	0	0.442498475313186	0.557501524686814
f5_10	f5_2	0.0117597618606333	0.515224329847764	0.473015908291603
f5_10	f5_4	0.0339271410961679	0.937268975444688	0.0288038834591439
f5_10	f5_5	0	0.466189861297608	0.533810138702392
f5_10	f5_6	0.0142410792247909	0.956070522996494	0.0296883977787148
f5_10	f5_7	0	0.243155777454376	0.756844222545624
f5_10	f5_8	0	0.243032231926918	0.756967768073082
f5_10	f5_9	0.240543419022304	0.499817681513344	0.259638899464352
f6_5	f6_1	0.0686299517916864	0.893230017986451	0.0381400302218624
f6_5	f6_2	0.0498644891182154	0.925134622494465	0.0250008883873194
f6_6	f6_1	0.0158555784661851	0.952855114372714	0.0312893071611012
f6_6	f6_2	0.0335454392300751	0.94422160628106	0.0222329544888651
f6_6	f6_5	0.260954885635387	0.499765100173928	0.239280014190685
f6_7	f6_1	0	0.51266473531723	0.48733526468277
f6_7	f6_2	0	0.529302597045898	0.470697402954102
f6_7	f6_3	0	0.943038403987884	0.056961596012116
f6_7	f6_5	0.0684300963051601	0.898893534348908	0.0326763693459321
f6_7	f6_6	0	0.514895498752594	0.485104501247406
f6_8	f6_1	0.00125321595906458	0.536108198781029	0.462638585259906
f6_8	f6_2	0.0210508857024032	0.453817158172067	0.525131956125529
f6_8	f6_3	0.0379271685769156	0.932569587292275	0.0295032441308095
f6_8	f6_5	0.0436574754539096	0.928209198033221	0.0281333265128695
f6_8	f6_6	0	0.482393890619278	0.517606109380722
f6_8	f6_7	0.244648350072952	0.499942098472411	0.255409551454636
f6_9	f6_1	0	0.45328065752983	0.54671934247017
f6_9	f6_2	0	0.524246633052826	0.475753366947174
f6_9	f6_4	0.0270371144550932	0.948968945833466	0.0239939397114412
f6_9	f6_5	0	0.504583656787872	0.495416343212128
f6_9	f6_6	0	0.947952568531036	0.052047431468964
f6_9	f6_7	0	0.25577986240387	0.74422013759613
f6_9	f6_8	0	0.239847481250762	0.760152518749238
f6_10	f6_1	0	0.479158759117126	0.520841240882874
f6_10	f6_2	0	0.502382397651672	0.497617602348328
f6_10	f6_4	0.0255042664694647	0.939388681950597	0.0351070515799386
f6_10	f6_5	0	0.506656527519226	0.493343472480774
f6_10	f6_6	0.00992290862428402	0.963320162136808	0.0267569292389081
f6_10	f6_7	0	0.272502690553666	0.727497309446334
f6_10	f6_8	0	0.217115357518196	0.782884642481804
f6_10	f6_9	0.247545752058235	0.499987894038743	0.252466353903023
f7_5	f7_1	0.0293105411855614	0.935124721461885	0.0355647373525535
f7_5	f7_2	0.00691933763424912	0.956031117192898	0.0370495451728532
f7_6	f7_1	0.0238849441802069	0.93812204984912	0.0379930059706728
f7_6	f7_2	0	0.94992983341217	0.05007016658783
f7_6	f7_5	0.218885879678524	0.524478234920906	0.25663588540057
f7_7	f7_1	0	0.505387246608734	0.494612753391266
f7_7	f7_2	0	0.458253771066666	0.541746228933334
f7_7	f7_3	0	0.944821953773498	0.055178046226502
f7_7	f7_5	0	0.966958045959472	0.033041954040528
f7_7	f7_6	0	0.479939699172974	0.520060300827026
f7_8	f7_1	0	0.4849494099617	0.5150505900383
f7_8	f7_2	0	0.45626014471054	0.54373985528946
f7_8	f7_3	0.00424428158353352	0.963488551510363	0.0322671669061036
f7_8	f7_5	0	0.96730399131775	0.03269600868225
f7_8	f7_6	0	0.461022585630416	0.538977414369584
f7_8	f7_7	0.230323091173441	0.504702955436168	0.264973953390391
f7_9	f7_1	0	0.487856656312942	0.512143343687058
f7_9	f7_2	0	0.474989622831344	0.525010377168656
f7_9	f7_4	0.0332385424389763	0.930874144312873	0.0358873132481503
f7_9	f7_5	0	0.509303033351898	0.490696966648102
f7_9	f7_6	0.0354320853298944	0.929747253786317	0.0348206608837885
f7_9	f7_7	0	0.22978064417839	0.77021935582161
f7_9	f7_8	0	0.236667469143868	0.763332530856132
f7_10	f7_1	0	0.47548258304596	0.52451741695404
f7_10	f7_2	0	0.471609860658646	0.528390139341354
f7_10	f7_4	0.0603343007492179	0.90326612044828	0.0363995788025018
f7_10	f7_5	0	0.472231596708298	0.527768403291702
f7_10	f7_6	0	0.949223220348358	0.050776779651642
f7_10	f7_7	0	0.244374766945838	0.755625233054162
f7_10	f7_8	0	0.240437000989914	0.759562999010086
f7_10	f7_9	0.253697075569553	0.499972863745842	0.246330060684605
f8_5	f8_1	0.019171361291344	0.947714201283584	0.033114437425072
f8_5	f8_2	0.00382220464082228	0.968882149117555	0.0272956462416223
f8_6	f8_1	0.000399500106895267	0.966061949779343	0.0335385501137614
f8_6	f8_2	0	0.956172168254852	0.043827831745148
f8_6	f8_5	0.230134706133812	0.499177733194411	0.270687560671776
f8_7	f8_1	0	0.451401889324188	0.548598110675812
f8_7	f8_2	0	0.499797254800796	0.500202745199204
f8_7	f8_3	0	0.942353308200836	0.057646691799164
f8_7	f8_5	0.00591491185149762	0.959184199124153	0.0349008890243497
f8_7	f8_6	0	0.465218961238862	0.534781038761138
f8_8	f8_1	0	0.45268365740776	0.54731634259224
f8_8	f8_2	0	0.489582151174546	0.510417848825454
f8_8	f8_3	0.0116818195181589	0.955481897672514	0.0328362828093269
f8_8	f8_5	0	0.962746620178222	0.037253379821778
f8_8	f8_6	0	0.483274757862092	0.516725242137908
f8_8	f8_7	0.212911739063532	0.536482306098401	0.250605954838068
f8_9	f8_1	0	0.488018959760666	0.511981040239334
f8_9	f8_2	0	0.470807373523712	0.529192626476288
f8_9	f8_4	0.0336472939598926	0.937568912675307	0.0287837933648006
f8_9	f8_5	0	0.480705589056016	0.519294410943984
f8_9	f8_6	0.00985779185054958	0.958426975827251	0.0317152323221996
f8_9	f8_7	0	0.186644449830055	0.813355550169945
f8_9	f8_8	0	0.238365158438682	0.761634841561318
f8_10	f8_1	0	0.4898701608181	0.5101298391819
f8_10	f8_2	0	0.496554255485534	0.503445744514466
f8_10	f8_4	0.0403144867868255	0.932063835531269	0.0276216776819054
f8_10	f8_5	0	0.488758563995362	0.511241436004638
f8_10	f8_6	0.017496218020433	0.945454498659146	0.0370492833204211
f8_10	f8_7	0	0.212400540709496	0.787599459290504
f8_10	f8_8	0	0.217330902814866	0.782669097185134
f8_10	f8_9	0.243818111003988	0.504117654201283	0.252064234794728
f9_5	f9_1	0.019193755756564	0.952203776099788	0.0286024681436479
f9_5	f9_2	0	0.970873892307282	0.029126107692718
f9_6	f9_1	0.0418855922984487	0.930165692653775	0.0279487150477766
f9_6	f9_2	0.0133504457277764	0.956216238537885	0.0304333157343383
f9_6	f9_5	0.252606774183638	0.499986480052218	0.247406745764144
f9_7	f9_1	0	0.49285739660263	0.50714260339737
f9_7	f9_2	0	0.532722353935242	0.467277646064758
f9_7	f9_3	0.0329352040510431	0.930783089117	0.0362817068319572
f9_7	f9_5	0.0310804701886229	0.939436583312024	0.0294829464993528
f9_7	f9_6	0	0.540870249271392	0.459129750728608
f9_8	f9_1	0	0.46784895658493	0.53215104341507
f9_8	f9_2	0.00443127539733945	0.494821075857085	0.500747648745576
f9_8	f9_3	0.0485944061070249	0.913216966670838	0.0381886272221369
f9_8	f9_5	0.0155249177817613	0.954912018894334	0.0295630633239053
f9_8	f9_6	0.0241368008652638	0.422186634342012	0.553676564792724
f9_8	f9_7	0.258880866796106	0.499845001637279	0.241274131566614
f9_9	f9_1	0	0.509951055049896	0.490048944950104
f9_9	f9_2	0	0.495500981807708	0.504499018192292
f9_9	f9_4	0.0196640066788922	0.949119056763982	0.0312169365571262
f9_9	f9_5	0	0.504147946834564	0.495852053165436
f9_9	f9_6	0.0623224924606476	0.909274945536773	0.0284025620025796
f9_9	f9_7	0	0.289905577898026	0.710094422101974
f9_9	f9_8	0	0.204571917653084	0.795428082346916
f9_10	f9_1	0	0.493444830179214	0.506555169820786
f9_10	f9_2	0	0.478527933359146	0.521472066640854
f9_10	f9_4	0.0339819818831872	0.939278715829573	0.0267393022872393
f9_10	f9_5	0	0.486761093139648	0.513238906860352
f9_10	f9_6	0.0430093028624643	0.925766901477219	0.0312237956603163
f9_10	f9_7	0	0.261013001203536	0.738986998796464
f9_10	f9_8	0	0.222298249602318	0.777701750397682
f9_10	f9_9	0.249663390275382	0.530189081914139	0.220147527810478
f10_5	f10_1	0.0208833142059506	0.943503096910823	0.0356135888832264
