ID1	ID2	Value
f1_1	f1_1	0.959110200405121
f1_2	f1_2	1.02277565002441
f1_3	f1_3	1.02786910533905
f1_4	f1_4	1.01386058330536
f1_5	f1_1	0.464074343442917
f1_5	f1_2	0.523307800292969
f1_5	f1_5	0.999143958091736
f1_6	f1_1	0.469359427690506
f1_6	f1_2	0.514313519001007
f1_6	f1_5	0.48351788520813
f1_6	f1_6	0.987035751342773
f1_7	f1_1	0.227365225553513
f1_7	f1_2	0.265951931476593
f1_7	f1_3	0.521737277507782
f1_7	f1_5	0.49438551068306
f1_7	f1_6	0.238653734326363
f1_7	f1_7	1.02185666561127
f1_8	f1_1	0.223779425024986
f1_8	f1_2	0.282882571220398
f1_8	f1_3	0.515982151031494
f1_8	f1_5	0.520701467990875
f1_8	f1_6	0.247429355978966
f1_8	f1_7	0.520026028156281
f1_8	f1_8	1.02723920345306
f1_9	f1_1	0.244206845760345
f1_9	f1_2	0.248441144824028
f1_9	f1_4	0.511743605136871
f1_9	f1_5	0.252985924482346
f1_9	f1_6	0.493967622518539
f1_9	f1_7	0.120073087513447
f1_9	f1_8	0.112994037568569
f1_9	f1_9	1.01103079319
f1_10	f1_1	0.24206180870533
f1_10	f1_2	0.274684458971024
f1_10	f1_4	0.52023833990097
f1_10	f1_5	0.246887132525444
f1_10	f1_6	0.51086413860321
f1_10	f1_7	0.0993159562349319
f1_10	f1_8	0.113442942500114
f1_10	f1_9	0.512109279632568
f1_10	f1_10	1.02669155597687
f2_1	f2_1	0.967216730117798
f2_2	f2_2	1.03004848957062
f2_3	f2_3	1.0122834444046
f2_4	f2_4	0.996149957180023
f2_5	f2_1	0.469927430152893
f2_5	f2_2	0.4989273250103
f2_5	f2_5	0.998372256755829
f2_6	f2_1	0.483982354402542
f2_6	f2_2	0.502987921237946
f2_6	f2_5	0.486851394176483
f2_6	f2_6	1.00491237640381
f2_7	f2_1	0.244877576828003
f2_7	f2_2	0.25127899646759
f2_7	f2_3	0.504712224006653
f2_7	f2_5	0.492602795362473
f2_7	f2_6	0.248285084962845
f2_7	f2_7	1.00516152381897
f2_8	f2_1	0.239154994487762
f2_8	f2_2	0.234080702066422
f2_8	f2_3	0.504181385040283
f2_8	f2_5	0.491758644580841
f2_8	f2_6	0.234098926186562
f2_8	f2_7	0.500302672386169
f2_8	f2_8	1.00702750682831
f2_9	f2_1	0.237239450216293
f2_9	f2_2	0.242030307650566
f2_9	f2_4	0.499831676483154
f2_9	f2_5	0.240915700793266
f2_9	f2_6	0.4992336332798
f2_9	f2_7	0.131824240088463
f2_9	f2_8	0.117834948003292
f2_9	f2_9	1.00233364105225
f2_10	f2_1	0.250544607639313
f2_10	f2_2	0.259190648794174
f2_10	f2_4	0.491903901100159
f2_10	f2_5	0.263430923223495
f2_10	f2_6	0.51754891872406
f2_10	f2_7	0.144464284181595
f2_10	f2_8	0.143700644373894
f2_10	f2_9	0.494915544986725
f2_10	f2_10	1.00197172164917
f3_1	f3_1	0.982880115509033
f3_2	f3_2	1.02549588680267
f3_3	f3_3	0.988974988460541
f3_4	f3_4	0.996150016784668
f3_5	f3_1	0.480135291814804
f3_5	f3_2	0.509534597396851
f3_5	f3_5	0.986591458320618
f3_6	f3_1	0.49179470539093
f3_6	f3_2	0.513583123683929
f3_6	f3_5	0.492385804653168
f3_6	f3_6	0.997433662414551
f3_7	f3_1	0.239455878734589
f3_7	f3_2	0.246803671121597
f3_7	f3_3	0.498230844736099
f3_7	f3_5	0.490485817193985
f3_7	f3_6	0.258708357810974
f3_7	f3_7	0.992899417877197
f3_8	f3_1	0.228910267353058
f3_8	f3_2	0.248450621962547
f3_8	f3_3	0.498396366834641
f3_8	f3_5	0.487504988908768
f3_8	f3_6	0.242013528943062
f3_8	f3_7	0.497577250003815
f3_8	f3_8	0.990525126457214
